Work_Order_ID,Batch_ID,Product_Code,Master_Recipe_ID,Batch_Phase,Phase_Step,Parameter_Name,Parameter_Value,Performed_By,Verified_By,Execution_Timestamp,Execution_Status,Equipment_ID
WO-2025155,B2025155,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.08,OP-hoffmanalvin,OP-john51,2024-09-16 13:13:05,Within Spec,EQP003
WO-2025020,B2025020,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Coating Agent Z,MAT-003,72.35,OP-hoffmanalvin,OP-wagnerjason,2025-04-20 01:38:03,,N/A
WO-2025020,B2025020,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Excipient X,MAT-001,65.11,OP-hoffmanalvin,OP-cramos,2025-04-20 01:50:03,,N/A
WO-2025020,B2025020,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense API-Alpha,MAT-002,73.2,OP-kyle12,OP-thomas69,2025-04-20 01:30:03,,N/A
WO-2025020,B2025020,PROD-001,RECIPE-PROD-001-V2,Manufacturing,Heating Step,Temperature,78.7,OP-cody37,OP-thomas69,2025-04-20 03:21:03,Within Spec,EQP006
WO-2025020,B2025020,PROD-001,RECIPE-PROD-001-V2,Manufacturing,pH Adjustment,pH,6.11,OP-cody37,OP-kyle12,2025-04-20 05:21:03,Out of Spec,EQP006
WO-2025032,B2025032,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Coating Agent Z,MAT-003,61.31,OP-cody37,OP-dana45,2025-02-17 13:09:13,,N/A
WO-2025032,B2025032,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense API-Alpha,MAT-002,81.08,OP-john51,OP-rachaelclark,2025-02-17 13:25:13,,N/A
WO-2025032,B2025032,PROD-001,RECIPE-PROD-001-V1,Manufacturing,Heating Step,Temperature,78.2,OP-thomas69,OP-cody37,2025-02-17 14:56:13,Within Spec,EQP006
WO-2025032,B2025032,PROD-001,RECIPE-PROD-001-V1,Manufacturing,pH Adjustment,pH,6.14,OP-thomas69,OP-john51,2025-02-17 16:56:13,Out of Spec,EQP006
WO-2025017,B2025017,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,94.3,OP-cramos,OP-efigueroa,2024-12-10 14:46:43,,N/A
WO-2025017,B2025017,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Excipient X,MAT-001,81.14,OP-garzaeric,OP-cramos,2024-12-10 14:42:43,,N/A
WO-2025017,B2025017,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Coating Agent Z,MAT-003,54.34,OP-cramos,OP-hoffmanalvin,2024-12-10 14:55:43,,N/A
WO-2025017,B2025017,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,83.2,OP-cody37,OP-garzaeric,2024-12-10 16:37:43,Out of Spec,EQP002
WO-2025017,B2025017,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,6.01,OP-cody37,OP-istanton,2024-12-10 18:37:43,Out of Spec,EQP002
WO-2025061,B2025061,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Excipient X,MAT-001,60.86,OP-cody37,OP-garzaeric,2025-05-12 06:57:46,,N/A
WO-2025061,B2025061,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense API-Alpha,MAT-002,71.13,OP-veronicascott,OP-wagnerjason,2025-05-12 06:48:46,,N/A
WO-2025061,B2025061,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Coating Agent Z,MAT-003,57.18,OP-hoffmanalvin,OP-thomas69,2025-05-12 06:49:46,,N/A
WO-2025061,B2025061,PROD-003,RECIPE-PROD-003-V3,Manufacturing,Heating Step,Temperature,84.8,OP-dsmith,OP-cramos,2025-05-12 08:35:46,Out of Spec,EQP001
WO-2025061,B2025061,PROD-003,RECIPE-PROD-003-V3,Manufacturing,pH Adjustment,pH,6.84,OP-dsmith,OP-garzaeric,2025-05-12 10:35:46,Within Spec,EQP001
WO-2025045,B2025045,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Coating Agent Z,MAT-003,99.97,OP-cody37,OP-garzaeric,2024-07-17 03:11:47,,N/A
WO-2025045,B2025045,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Excipient X,MAT-001,94.78,OP-dsmith,OP-istanton,2024-07-17 03:20:47,,N/A
WO-2025045,B2025045,PROD-004,RECIPE-PROD-004-V2,Manufacturing,Heating Step,Temperature,80.3,OP-cramos,OP-kyle12,2024-07-17 04:57:47,Out of Spec,EQP003
WO-2025045,B2025045,PROD-004,RECIPE-PROD-004-V2,Manufacturing,pH Adjustment,pH,6.58,OP-cramos,OP-wagnerjason,2024-07-17 06:57:47,Within Spec,EQP003
WO-2025045,B2025045,Product D,RECIPE-PROD-004-V2,Packaging,Final Label Check,Label Verification,Pass,OP-cramos,OP-kyle12,2024-07-17 10:57:47,Completed,PKG-LINE-01
WO-2025034,B2025034,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Excipient X,MAT-001,54.79,OP-john51,OP-hoffmanalvin,2024-10-28 15:36:58,,N/A
WO-2025034,B2025034,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Coating Agent Z,MAT-003,99.06,OP-dana45,OP-istanton,2024-10-28 15:21:58,,N/A
WO-2025034,B2025034,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,78.7,OP-efigueroa,OP-cramos,2024-10-28 17:14:58,Within Spec,EQP002
WO-2025034,B2025034,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,6.04,OP-efigueroa,OP-cramos,2024-10-28 19:14:58,Out of Spec,EQP002
WO-2025127,B2025127,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,86.27,OP-cramos,OP-dsmith,2024-08-21 17:52:49,,N/A
WO-2025127,B2025127,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,98.23,OP-thomas69,OP-istanton,2024-08-21 18:12:49,,N/A
WO-2025127,B2025127,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,70.7,OP-cramos,OP-cramos,2024-08-21 19:45:49,Within Spec,EQP002
WO-2025127,B2025127,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,7.1,OP-cramos,OP-cody37,2024-08-21 21:45:49,Within Spec,EQP002
WO-2025156,B2025156,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,83.08,OP-efigueroa,OP-kyle12,2025-01-09 01:11:26,,N/A
WO-2025156,B2025156,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,73.08,OP-dana45,OP-istanton,2025-01-09 01:33:26,,N/A
WO-2025156,B2025156,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,92.3,OP-kyle12,OP-rachaelclark,2025-01-09 01:28:26,,N/A
WO-2025156,B2025156,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,80.1,OP-cody37,OP-thomas69,2025-01-09 03:04:26,Out of Spec,EQP002
WO-2025156,B2025156,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,6.32,OP-cody37,OP-garzaeric,2025-01-09 05:04:26,Out of Spec,EQP002
WO-2025035,B2025035,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,89.46,OP-garzaeric,OP-hoffmanalvin,2024-12-17 04:24:36,,N/A
WO-2025035,B2025035,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,69.96,OP-kyle12,OP-john51,2024-12-17 04:42:36,,N/A
WO-2025035,B2025035,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,75.0,OP-cramos,OP-cody37,2024-12-17 06:12:36,Within Spec,EQP005
WO-2025035,B2025035,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,7.39,OP-cramos,OP-cramos,2024-12-17 08:12:36,Within Spec,EQP005
WO-2025035,B2025035,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-cramos,OP-dana45,2024-12-17 12:12:36,Completed,PKG-LINE-01
WO-2025144,B2025144,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Coating Agent Z,MAT-003,81.16,OP-kyle12,OP-dsmith,2025-04-10 10:01:00,,N/A
WO-2025144,B2025144,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense API-Alpha,MAT-002,78.48,OP-hoffmanalvin,OP-dsmith,2025-04-10 10:06:00,,N/A
WO-2025144,B2025144,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Excipient X,MAT-001,70.75,OP-dana45,,2025-04-10 09:52:00,,N/A
WO-2025144,B2025144,PROD-004,RECIPE-PROD-004-V2,Manufacturing,Heating Step,Temperature,70.4,OP-cody37,OP-hoffmanalvin,2025-04-10 11:38:00,Within Spec,EQP002
WO-2025144,B2025144,PROD-004,RECIPE-PROD-004-V2,Manufacturing,pH Adjustment,pH,6.82,OP-cody37,OP-wagnerjason,2025-04-10 13:38:00,Within Spec,EQP002
WO-2025144,B2025144,Product D,RECIPE-PROD-004-V2,Packaging,Final Label Check,Label Verification,Pass,OP-cody37,OP-istanton,2025-04-10 17:38:00,Completed,PKG-LINE-01
WO-2025050,B2025050,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense API-Alpha,MAT-002,67.96,OP-kyle12,,2024-10-24 03:07:14,,N/A
WO-2025050,B2025050,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Coating Agent Z,MAT-003,58.69,OP-cody37,,2024-10-24 03:10:14,,N/A
WO-2025050,B2025050,PROD-001,RECIPE-PROD-001-V2,Manufacturing,Heating Step,Temperature,78.9,OP-dsmith,OP-dsmith,2024-10-24 04:48:14,Within Spec,EQP007
WO-2025050,B2025050,PROD-001,RECIPE-PROD-001-V2,Manufacturing,pH Adjustment,pH,6.12,OP-dsmith,OP-john51,2024-10-24 06:48:14,Out of Spec,EQP007
WO-2025030,B2025030,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Excipient X,MAT-001,74.66,OP-wagnerjason,OP-john51,2024-12-18 16:20:56,,N/A
WO-2025030,B2025030,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense API-Alpha,MAT-002,65.51,OP-thomas69,OP-cody37,2024-12-18 16:19:56,,N/A
WO-2025030,B2025030,PROD-003,RECIPE-PROD-003-V3,Manufacturing,Heating Step,Temperature,71.3,OP-efigueroa,OP-hoffmanalvin,2024-12-18 18:02:56,Within Spec,EQP001
WO-2025030,B2025030,PROD-003,RECIPE-PROD-003-V3,Manufacturing,pH Adjustment,pH,6.55,OP-efigueroa,OP-rachaelclark,2024-12-18 20:02:56,Within Spec,EQP001
WO-2025187,B2025187,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,75.26,OP-thomas69,OP-john51,2024-10-18 16:24:44,,N/A
WO-2025187,B2025187,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Excipient X,MAT-001,71.36,OP-rachaelclark,OP-cody37,2024-10-18 16:37:44,,N/A
WO-2025187,B2025187,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,82.8,OP-hoffmanalvin,OP-efigueroa,2024-10-18 18:19:44,Out of Spec,EQP006
WO-2025187,B2025187,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,7.48,OP-hoffmanalvin,OP-veronicascott,2024-10-18 20:19:44,Within Spec,EQP006
WO-2025204,B2025204,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,96.29,OP-kyle12,,2024-08-22 06:55:36,,N/A
WO-2025204,B2025204,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,68.5,OP-rachaelclark,OP-veronicascott,2024-08-22 07:03:36,,N/A
WO-2025204,B2025204,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,79.1,OP-garzaeric,OP-kyle12,2024-08-22 08:45:36,Within Spec,EQP004
WO-2025204,B2025204,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.32,OP-garzaeric,OP-rachaelclark,2024-08-22 10:45:36,Within Spec,EQP004
WO-2025096,B2025096,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Excipient X,MAT-001,80.42,OP-kyle12,,2024-11-15 22:26:38,,N/A
WO-2025096,B2025096,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,94.59,OP-thomas69,OP-kyle12,2024-11-15 22:08:38,,N/A
WO-2025096,B2025096,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,70.7,OP-wagnerjason,OP-rachaelclark,2024-11-15 23:56:38,Within Spec,EQP003
WO-2025096,B2025096,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,6.59,OP-wagnerjason,OP-kyle12,2024-11-16 01:56:38,Within Spec,EQP003
WO-2025096,B2025096,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-wagnerjason,OP-dana45,2024-11-16 05:56:38,Completed,PKG-LINE-01
WO-2025195,B2025195,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Coating Agent Z,MAT-003,57.57,OP-garzaeric,OP-rachaelclark,2024-11-21 17:16:03,,N/A
WO-2025195,B2025195,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Excipient X,MAT-001,81.77,OP-wagnerjason,OP-dana45,2024-11-21 17:17:03,,N/A
WO-2025195,B2025195,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,80.4,OP-kyle12,OP-wagnerjason,2024-11-21 19:04:03,Out of Spec,EQP004
WO-2025195,B2025195,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,6.11,OP-kyle12,OP-kyle12,2024-11-21 21:04:03,Out of Spec,EQP004
WO-2025104,B2025104,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,77.56,OP-istanton,OP-wagnerjason,2024-11-01 02:57:41,,N/A
WO-2025104,B2025104,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,88.01,OP-cody37,OP-garzaeric,2024-11-01 03:06:41,,N/A
WO-2025104,B2025104,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Excipient X,MAT-001,85.37,OP-rachaelclark,OP-efigueroa,2024-11-01 02:50:41,,N/A
WO-2025104,B2025104,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,83.7,OP-dana45,OP-kyle12,2024-11-01 04:36:41,Out of Spec,EQP003
WO-2025104,B2025104,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,6.43,OP-dana45,OP-istanton,2024-11-01 06:36:41,Out of Spec,EQP003
WO-2025104,B2025104,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-dana45,OP-dsmith,2024-11-01 10:36:41,Completed,PKG-LINE-01
WO-2025196,B2025196,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Excipient X,MAT-001,86.0,OP-dana45,OP-istanton,2024-08-01 12:29:38,,N/A
WO-2025196,B2025196,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Coating Agent Z,MAT-003,76.95,OP-efigueroa,OP-veronicascott,2024-08-01 12:39:38,,N/A
WO-2025196,B2025196,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense API-Alpha,MAT-002,63.52,OP-rachaelclark,OP-hoffmanalvin,2024-08-01 12:22:38,,N/A
WO-2025196,B2025196,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,78.3,OP-kyle12,OP-veronicascott,2024-08-01 14:10:38,Within Spec,EQP006
WO-2025196,B2025196,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.16,OP-kyle12,OP-wagnerjason,2024-08-01 16:10:38,Out of Spec,EQP006
WO-2025168,B2025168,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Excipient X,MAT-001,96.11,OP-rachaelclark,OP-veronicascott,2024-10-31 08:26:27,,N/A
WO-2025168,B2025168,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense API-Alpha,MAT-002,55.21,OP-rachaelclark,OP-cramos,2024-10-31 08:33:27,,N/A
WO-2025168,B2025168,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Coating Agent Z,MAT-003,92.31,OP-istanton,,2024-10-31 08:41:27,,N/A
WO-2025168,B2025168,PROD-003,RECIPE-PROD-003-V1,Manufacturing,Heating Step,Temperature,79.8,OP-dsmith,OP-hoffmanalvin,2024-10-31 10:16:27,Within Spec,EQP002
WO-2025168,B2025168,PROD-003,RECIPE-PROD-003-V1,Manufacturing,pH Adjustment,pH,7.62,OP-dsmith,OP-efigueroa,2024-10-31 12:16:27,Out of Spec,EQP002
WO-2025069,B2025069,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Coating Agent Z,MAT-003,62.8,OP-john51,,2024-12-06 17:34:04,,N/A
WO-2025069,B2025069,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense API-Alpha,MAT-002,51.65,OP-hoffmanalvin,OP-garzaeric,2024-12-06 17:41:04,,N/A
WO-2025069,B2025069,PROD-003,RECIPE-PROD-003-V3,Manufacturing,Heating Step,Temperature,84.3,OP-cody37,OP-hoffmanalvin,2024-12-06 19:20:04,Out of Spec,EQP004
WO-2025069,B2025069,PROD-003,RECIPE-PROD-003-V3,Manufacturing,pH Adjustment,pH,6.79,OP-cody37,OP-rachaelclark,2024-12-06 21:20:04,Within Spec,EQP004
WO-2025037,B2025037,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Excipient X,MAT-001,60.36,OP-john51,OP-dsmith,2024-06-20 06:18:36,,N/A
WO-2025037,B2025037,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense API-Alpha,MAT-002,92.83,OP-veronicascott,OP-dana45,2024-06-20 06:41:36,,N/A
WO-2025037,B2025037,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Coating Agent Z,MAT-003,80.99,OP-efigueroa,OP-kyle12,2024-06-20 06:21:36,,N/A
WO-2025037,B2025037,PROD-003,RECIPE-PROD-003-V1,Manufacturing,Heating Step,Temperature,82.1,OP-dana45,OP-istanton,2024-06-20 08:12:36,Out of Spec,EQP005
WO-2025037,B2025037,PROD-003,RECIPE-PROD-003-V1,Manufacturing,pH Adjustment,pH,6.81,OP-dana45,OP-efigueroa,2024-06-20 10:12:36,Within Spec,EQP005
WO-2025174,B2025174,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense API-Alpha,MAT-002,58.44,OP-wagnerjason,OP-cody37,2024-09-28 23:43:09,,N/A
WO-2025174,B2025174,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Excipient X,MAT-001,97.59,OP-wagnerjason,OP-efigueroa,2024-09-28 23:39:09,,N/A
WO-2025174,B2025174,PROD-003,RECIPE-PROD-003-V1,Manufacturing,Heating Step,Temperature,83.7,OP-john51,OP-hoffmanalvin,2024-09-29 01:22:09,Out of Spec,EQP003
WO-2025174,B2025174,PROD-003,RECIPE-PROD-003-V1,Manufacturing,pH Adjustment,pH,7.97,OP-john51,OP-thomas69,2024-09-29 03:22:09,Out of Spec,EQP003
WO-2025170,B2025170,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense API-Alpha,MAT-002,77.83,OP-dana45,OP-istanton,2024-07-29 19:47:30,,N/A
WO-2025170,B2025170,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Coating Agent Z,MAT-003,99.35,OP-thomas69,OP-istanton,2024-07-29 19:53:30,,N/A
WO-2025170,B2025170,PROD-001,RECIPE-PROD-001-V1,Manufacturing,Heating Step,Temperature,79.1,OP-dana45,OP-john51,2024-07-29 21:23:30,Within Spec,EQP002
WO-2025170,B2025170,PROD-001,RECIPE-PROD-001-V1,Manufacturing,pH Adjustment,pH,6.01,OP-dana45,OP-rachaelclark,2024-07-29 23:23:30,Out of Spec,EQP002
WO-2025209,B2025209,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,60.67,OP-rachaelclark,OP-istanton,2025-03-16 04:01:11,,N/A
WO-2025209,B2025209,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,74.54,OP-kyle12,OP-thomas69,2025-03-16 03:54:11,,N/A
WO-2025209,B2025209,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,51.63,OP-rachaelclark,,2025-03-16 04:03:11,,N/A
WO-2025209,B2025209,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,75.9,OP-cramos,OP-cody37,2025-03-16 05:34:11,Within Spec,EQP001
WO-2025209,B2025209,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,6.15,OP-cramos,OP-kyle12,2025-03-16 07:34:11,Out of Spec,EQP001
WO-2025005,B2025005,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,87.08,OP-cody37,OP-cramos,2024-08-21 11:21:21,,N/A
WO-2025005,B2025005,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,52.41,OP-efigueroa,,2024-08-21 11:24:21,,N/A
WO-2025005,B2025005,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,86.92,OP-efigueroa,OP-cramos,2024-08-21 11:16:21,,N/A
WO-2025005,B2025005,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,83.8,OP-rachaelclark,OP-garzaeric,2024-08-21 12:57:21,Out of Spec,EQP006
WO-2025005,B2025005,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.73,OP-rachaelclark,OP-hoffmanalvin,2024-08-21 14:57:21,Out of Spec,EQP006
WO-2025105,B2025105,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense API-Alpha,MAT-002,68.95,OP-rachaelclark,OP-efigueroa,2024-06-24 18:42:21,,N/A
WO-2025105,B2025105,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Coating Agent Z,MAT-003,57.87,OP-hoffmanalvin,OP-veronicascott,2024-06-24 18:56:21,,N/A
WO-2025105,B2025105,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Excipient X,MAT-001,71.24,OP-cramos,OP-hoffmanalvin,2024-06-24 18:48:21,,N/A
WO-2025105,B2025105,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,79.1,OP-veronicascott,OP-john51,2024-06-24 20:34:21,Within Spec,EQP007
WO-2025105,B2025105,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.03,OP-veronicascott,OP-thomas69,2024-06-24 22:34:21,Out of Spec,EQP007
WO-2025060,B2025060,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Coating Agent Z,MAT-003,92.08,OP-rachaelclark,OP-hoffmanalvin,2025-03-07 19:33:51,,N/A
WO-2025060,B2025060,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Excipient X,MAT-001,97.96,OP-john51,OP-hoffmanalvin,2025-03-07 19:53:51,,N/A
WO-2025060,B2025060,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,84.99,OP-wagnerjason,OP-kyle12,2025-03-07 19:51:51,,N/A
WO-2025060,B2025060,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,78.5,OP-veronicascott,OP-istanton,2025-03-07 21:26:51,Within Spec,EQP005
WO-2025060,B2025060,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,6.49,OP-veronicascott,OP-cody37,2025-03-07 23:26:51,Out of Spec,EQP005
WO-2025141,B2025141,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Coating Agent Z,MAT-003,82.42,OP-veronicascott,OP-dsmith,2025-05-18 07:00:58,,N/A
WO-2025141,B2025141,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,84.41,OP-dana45,OP-dsmith,2025-05-18 07:03:58,,N/A
WO-2025141,B2025141,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,75.0,OP-cody37,OP-john51,2025-05-18 08:37:58,Within Spec,EQP002
WO-2025141,B2025141,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,6.37,OP-cody37,OP-dsmith,2025-05-18 10:37:58,Out of Spec,EQP002
WO-2025211,B2025211,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,76.02,OP-rachaelclark,OP-kyle12,2025-04-13 05:18:56,,N/A
WO-2025211,B2025211,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,67.79,OP-thomas69,OP-rachaelclark,2025-04-13 05:19:56,,N/A
WO-2025211,B2025211,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,72.6,OP-kyle12,OP-kyle12,2025-04-13 06:56:56,Within Spec,EQP004
WO-2025211,B2025211,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.91,OP-kyle12,OP-garzaeric,2025-04-13 08:56:56,Out of Spec,EQP004
WO-2025086,B2025086,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Coating Agent Z,MAT-003,64.74,OP-john51,OP-thomas69,2024-07-19 04:20:44,,N/A
WO-2025086,B2025086,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Excipient X,MAT-001,65.84,OP-veronicascott,OP-dsmith,2024-07-19 04:42:44,,N/A
WO-2025086,B2025086,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,80.5,OP-wagnerjason,OP-istanton,2024-07-19 06:13:44,Out of Spec,EQP001
WO-2025086,B2025086,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,7.68,OP-wagnerjason,OP-istanton,2024-07-19 08:13:44,Out of Spec,EQP001
WO-2025036,B2025036,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Excipient X,MAT-001,66.78,OP-thomas69,OP-john51,2025-01-06 10:08:00,,N/A
WO-2025036,B2025036,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,91.81,OP-dana45,OP-cramos,2025-01-06 10:04:00,,N/A
WO-2025036,B2025036,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,76.7,OP-thomas69,OP-cody37,2025-01-06 11:46:00,Within Spec,EQP001
WO-2025036,B2025036,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,7.58,OP-thomas69,OP-istanton,2025-01-06 13:46:00,Out of Spec,EQP001
WO-2025036,B2025036,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-thomas69,OP-istanton,2025-01-06 17:46:00,Completed,PKG-LINE-01
WO-2025067,B2025067,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,50.97,OP-veronicascott,OP-cody37,2025-04-25 13:49:43,,N/A
WO-2025067,B2025067,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,64.55,OP-thomas69,OP-cody37,2025-04-25 13:50:43,,N/A
